9,5,62
4,5,52
2,4,38
4,1,54
8,1,43
6,5,49
3,5,54
7,2,60
2,5,59
6,5,24
8,4,67
6,1,28
8,1,17
3,2,40
4,3,28
3,1,37
9,3,64
4,3,50
1,4,46
3,5,81
6,3,46
6,3,46
8,5,58
1,5,43
2,1,80
10,4,68
10,1,73
5,2,56
9,2,71
5,3,56
8,1,39
4,5,76
9,4,62
4,3,49
3,1,43
9,1,65
6,4,43
4,2,55
10,1,14
1,3,72
1,5,100
6,3,54
3,3,4
3,4,49
5,3,34
9,3,18
7,4,60
7,4,50
7,4,54
10,3,47
8,5,78
1,5,51
10,4,73
5,5,68
6,3,27
2,5,71
3,3,77
6,1,52
6,5,37
10,1,65
4,2,44
5,4,61
5,4,47
2,5,40
7,1,61
7,4,42
9,3,46
2,3,61
2,5,62
7,3,42
4,2,67
2,2,55
8,5,43
3,1,56
7,4,74
10,1,68
4,3,63
7,1,34
6,3,26
4,3,48
4,5,59
7,5,48
9,2,74
2,3,40
9,5,32
3,3,58
4,5,25
10,4,27
8,3,27
3,3,39
5,5,40
4,5,23
6,1,28
2,2,16
9,3,30
5,4,45
10,2,41
8,1,53
3,4,14
8,3,18
5,3,64
4,2,21
7,1,11
7,5,15
5,1,59
3,2,16
10,2,39
4,3,10
1,2,71
10,5,66
6,2,27
9,5,55
4,2,37
9,5,40
9,4,34
3,1,64
7,3,14
10,2,36
6,4,68
7,1,61
9,4,38
7,3,32
10,5,43
5,3,31
5,2,37
2,4,71
9,4,58
5,5,5
3,5,28
1,5,50
4,3,38
8,3,30
10,1,56
1,4,44
6,2,63
8,5,38
3,1,35
6,1,45
8,4,53
5,2,63
3,1,69
7,4,82
10,2,44
2,2,80
4,5,17
3,2,16
8,2,61
5,2,43
1,5,36
6,2,38
4,1,53
2,1,24
10,2,50
8,5,47
8,5,20
5,2,41
1,5,48
2,4,57
4,2,57
2,2,36
2,5,36
6,3,50
1,1,47
9,1,10
4,2,40
10,2,11
8,4,36
6,2,56
9,4,20
2,1,34
6,3,42
4,1,45
9,3,32
5,2,65
7,2,49
9,5,59
6,2,48
9,3,61
9,1,69
9,5,67
8,3,14
6,5,51
9,4,50
6,3,50
10,3,85
8,4,63
5,3,78
7,5,60
6,3,39
6,2,59
4,1,43
2,4,35
7,4,48
2,2,45
5,1,46
4,1,62
9,2,58
10,3,37
4,4,57
5,2,53
5,3,53
4,5,24
4,2,30
3,2,41
7,3,87
1,4,21
6,5,45
9,1,29
7,4,23
8,2,33
1,3,53
6,4,77
4,3,64
6,4,31
6,1,70
10,4,32
7,2,67
7,4,34
7,1,53
1,1,54
2,1,12
4,5,48
10,4,69
6,2,40
7,3,79
8,2,70
2,2,62
9,3,29
9,2,27
7,5,51
1,1,67
7,1,55
10,4,29
4,4,18
9,4,47
3,3,38
8,5,13
2,4,45
10,3,19
4,1,57
7,4,61
1,5,24
3,4,61
5,1,87
2,1,54
10,2,14
10,3,65
1,4,65
1,1,52
2,3,80
2,5,47
7,3,50
1,2,80
10,2,26
5,4,41
2,5,86
6,5,42
3,1,47
2,2,44
3,5,45
2,3,49
1,2,79
1,1,48
8,4,31
7,3,52
1,2,82
1,1,58
1,4,51
7,2,41
10,4,47
1,3,58
9,3,51
3,2,71
8,5,31
9,1,46
5,1,38
3,4,46
10,3,24
8,3,35
9,2,21
5,5,62
2,3,43
8,4,70
5,1,55
1,2,46
4,1,49
5,5,37
4,4,49
2,5,40
7,2,54
10,5,80
1,1,50
2,5,66
9,1,38
7,5,92
1,5,24
7,1,35
9,5,40
8,1,71
1,3,22
1,5,61
3,4,17
7,5,42
4,4,58
8,2,45
9,4,50
3,4,61
6,4,35
1,1,72
9,4,51
6,4,89
10,5,43
4,4,61
2,1,28
10,1,57
2,4,52
6,4,60
7,5,48
8,3,40
5,4,62
6,2,61
5,1,26
8,3,40
10,5,81
10,5,52
10,4,40
5,4,39
5,3,32
4,2,18
7,2,45
8,1,33
1,2,7
3,5,30
3,1,41
9,5,51
4,3,76
10,3,49
9,2,6
9,1,41
3,3,71
2,4,48
4,4,59
5,2,71
5,3,76
5,4,37
10,5,59
3,2,54
2,3,64
8,4,53
7,1,73
3,4,28
3,5,61
5,5,29
3,3,42
3,5,11
9,2,64
8,4,35
10,1,47
5,3,35
6,4,50
2,3,75
5,4,56
1,2,22
6,1,68
6,3,52
5,4,39
8,1,37
7,2,27
8,2,31
8,2,42
5,4,33
2,4,17
8,2,36
10,2,42
5,1,28
10,3,35
9,2,42
7,2,69
8,2,56
3,4,57
8,3,57
1,4,44
10,5,62
4,3,26
2,2,49
5,1,32
7,2,49
10,4,59
3,1,8
8,2,49
4,5,59
8,5,45
2,3,54
4,2,32
1,1,81
10,5,38
6,1,47
2,2,52
7,2,25
2,5,48
1,3,70
2,2,55
6,1,43
8,1,55
4,1,38
9,5,46
3,2,26
4,4,54
1,2,63
3,2,36
6,5,11
2,1,34
5,5,50
10,3,32
6,2,34
6,5,48
6,1,63
9,1,65
3,3,68
5,5,64
1,4,60
10,2,68
9,2,39
8,2,81
9,2,30
6,5,56
9,1,61
1,4,67
5,2,44
2,4,57
1,4,33
1,2,37
1,5,100
4,4,44
7,3,55
4,4,54
3,2,56
1,3,44
3,1,67
3,5,54
9,1,61
4,1,55
7,1,83
5,1,35
8,5,37
1,3,71
7,3,33
9,4,48
4,4,29
10,5,0
2,1,44
7,3,67
2,1,50
9,3,49
6,1,39
1,2,25
8,3,33
6,5,31
3,4,59
5,1,48
2,3,62
2,3,52
8,4,46
1,3,51
7,5,47
1,1,37
5,2,55
3,3,45
10,1,26
7,5,53
5,5,36
3,4,63
9,3,36
10,3,26
1,4,28
2,1,33
8,1,52
3,5,61
3,2,39
10,1,26
8,4,33
10,4,51
10,1,13
8,1,17
2,4,64
7,5,53
4,5,80
3,5,58
1,3,58
1,3,26
6,2,48
7,1,39
6,4,35
9,5,40
3,3,23
4,1,41
6,4,43
5,3,83
8,3,31
5,5,16
