6,5,13
1,1,80
1,2,47
1,2,55
1,3,36
1,4,62
2,2,50
2,2,39
1,3,75
8,1,0
4,4,51
7,4,49
6,3,48
4,2,52
10,5,42
4,5,84
6,2,64
9,4,81
7,3,43
6,5,55
2,2,78
9,1,38
1,5,53
3,2,48
6,3,61
8,3,60
5,2,50
6,3,73
1,1,95
3,5,43
6,2,62
10,5,26
1,5,63
2,3,25
9,4,59
6,5,24
8,1,26
2,1,70
10,2,63
5,5,71
8,1,56
10,4,61
8,1,59
10,5,25
1,3,73
5,1,71
4,2,57
10,1,53
4,4,35
4,4,42
8,5,50
9,5,50
10,1,54
3,1,56
5,4,31
8,3,77
5,5,45
6,4,59
9,1,16
5,2,57
2,4,50
1,2,43
8,5,43
2,1,50
9,3,49
7,3,55
10,4,48
6,1,50
4,4,48
4,4,43
3,4,68
10,4,43
7,4,55
9,1,78
7,5,31
8,2,44
7,2,43
10,2,53
4,3,71
3,2,40
6,1,58
6,3,55
10,1,17
3,3,57
3,1,32
5,3,48
2,2,70
6,4,77
5,4,62
4,3,17
5,5,50
7,1,42
10,1,79
5,3,54
8,2,31
4,3,44
4,4,43
3,5,65
5,1,47
7,5,60
2,5,83
5,2,60
2,5,54
7,2,11
2,1,61
8,4,55
9,2,32
2,1,62
7,3,44
2,5,68
5,2,30
3,4,23
1,5,38
8,5,41
10,5,42
5,5,51
9,2,81
1,2,34
10,1,32
6,5,80
10,4,23
8,3,8
5,3,69
5,3,60
1,1,42
4,5,43
4,5,59
9,3,37
4,3,50
7,5,59
10,5,72
7,1,80
6,2,58
4,4,28
6,3,71
9,2,48
7,4,42
7,2,55
9,5,46
2,5,58
5,3,40
1,4,53
4,1,28
9,2,33
3,2,41
7,3,4
7,2,57
8,5,65
8,1,39
8,4,21
9,5,54
4,1,72
3,4,55
9,2,53
10,2,31
5,2,55
10,2,55
7,1,58
5,2,55
4,3,43
3,5,42
2,1,43
2,4,54
1,1,39
5,1,26
9,2,45
7,4,25
7,3,25
1,5,40
2,3,72
1,2,49
9,1,55
3,2,44
2,4,55
2,3,49
4,1,50
1,4,23
6,1,52
10,2,62
3,1,54
4,4,79
1,5,39
9,5,75
4,5,38
8,1,59
4,3,37
10,3,41
10,5,75
3,5,67
9,4,43
3,3,42
8,4,80
7,4,30
8,3,66
5,1,62
5,4,20
1,2,79
5,1,59
3,4,40
1,4,45
10,3,29
10,4,88
6,4,72
9,2,37
3,2,63
3,4,46
5,2,66
10,1,29
10,4,52
1,4,51
10,4,53
1,4,81
9,3,51
9,5,55
4,1,69
10,5,48
5,1,35
8,4,49
7,5,45
3,5,0
8,2,32
6,5,49
9,4,78
8,1,42
6,3,29
8,3,71
2,2,70
4,5,67
9,5,28
8,3,88
4,3,58
10,2,49
4,1,33
3,5,61
10,1,47
7,2,46
2,1,59
3,3,34
6,2,48
10,3,38
1,2,55
2,2,37
6,5,40
6,4,50
6,5,46
4,3,61
6,2,53
1,3,23
7,5,42
5,4,55
9,4,42
7,3,54
9,4,77
2,2,63
5,2,51
3,3,62
2,3,73
7,2,54
5,4,39
4,2,47
1,3,73
10,1,28
6,2,41
6,1,41
5,5,40
7,1,45
5,2,67
3,2,49
6,2,31
6,3,53
8,4,74
9,3,63
3,2,59
2,2,49
8,1,54
4,1,40
4,2,67
6,1,67
6,3,70
1,3,43
4,4,49
8,3,52
10,3,75
8,1,21
9,3,53
4,4,29
4,1,55
6,1,56
9,3,31
6,1,50
9,1,64
2,1,89
6,4,72
7,5,37
3,1,44
3,1,36
6,5,61
3,1,77
8,5,33
1,4,60
2,4,76
8,4,58
8,5,58
2,3,41
8,3,36
7,2,48
5,4,58
4,2,64
8,2,75
5,5,44
7,4,48
10,4,43
5,5,45
3,5,43
5,5,17
2,4,57
9,5,76
6,1,62
1,1,28
3,3,61
3,4,23
5,5,62
7,1,42
1,5,73
7,3,37
4,5,24
9,1,44
10,5,0
3,2,44
10,5,21
4,5,57
10,1,35
2,5,47
1,4,69
8,4,53
3,2,30
9,3,45
6,3,77
6,4,57
10,3,61
4,5,66
2,4,33
1,5,42
