2,4,45
3,1,42
1,3,56
5,2,67
7,5,42
4,5,44
2,4,66
1,1,38
1,4,50
10,4,48
9,4,59
2,2,63
9,4,52
10,2,39
10,4,66
5,3,47
8,4,72
2,2,63
4,5,35
7,2,57
10,3,56
2,1,49
6,5,58
10,2,20
4,3,60
1,3,52
5,4,14
1,3,30
3,4,68
8,1,82
4,2,59
10,3,53
6,5,42
9,5,56
1,3,56
4,3,54
3,3,24
5,2,59
7,4,70
1,4,37
4,4,53
4,4,53
1,4,22
8,2,48
2,4,50
4,1,70
7,2,67
5,4,19
7,2,74
7,1,53
3,5,39
5,1,57
2,5,6
8,3,26
5,1,47
8,2,75
7,3,59
7,5,52
3,3,83
6,5,43
1,5,57
10,5,27
6,3,48
4,3,52
2,1,70
5,2,57
3,4,59
10,5,71
10,1,73
10,5,23
5,1,62
3,3,55
2,5,39
5,1,37
3,5,60
8,5,48
8,1,47
10,1,42
10,3,64
7,4,47
2,5,58
1,1,70
8,3,29
5,1,75
5,3,48
6,4,25
8,5,14
5,4,57
4,5,49
5,1,47
4,4,47
7,4,27
2,3,34
5,3,65
2,2,51
5,5,51
1,4,37
1,5,55
5,2,58
7,4,66
7,5,63
3,1,60
3,3,45
4,2,60
8,4,63
4,4,50
9,4,55
4,1,79
4,2,29
3,3,81
1,5,63
7,3,73
2,4,43
2,1,66
8,5,71
9,1,37
2,5,9
10,5,76
9,2,24
2,5,54
5,2,51
3,3,13
7,5,51
4,3,27
6,1,52
1,4,86
9,3,65
1,4,41
8,2,15
4,2,63
1,2,20
6,3,29
7,4,74
7,1,26
9,3,83
5,1,42
3,4,35
5,4,89
3,4,59
8,3,54
2,3,58
9,1,71
3,1,51
9,3,29
3,4,33
7,4,52
6,5,34
9,4,57
4,1,42
6,4,59
4,2,73
6,5,57
2,5,4
1,5,35
7,1,51
10,1,18
9,2,58
9,3,48
6,1,77
4,3,61
2,1,36
7,4,23
5,3,44
8,3,73
10,1,49
1,1,47
6,3,64
2,2,24
9,2,13
8,1,63
1,5,29
5,1,51
8,5,12
5,3,43
1,5,48
8,2,18
3,5,55
5,5,46
6,1,57
3,1,71
10,5,48
2,2,41
3,2,73
6,4,43
10,3,58
8,1,52
4,3,60
8,5,63
8,1,42
4,5,36
5,2,42
9,5,53
6,2,68
8,1,43
4,5,36
6,2,56
9,4,76
6,2,65
6,2,30
1,3,58
5,5,31
10,2,46
5,3,36
4,2,33
6,4,32
8,4,64
10,5,60
9,4,51
8,3,38
8,1,40
3,4,45
8,2,39
8,1,55
8,4,53
1,4,55
3,3,28
3,4,35
7,4,56
7,1,42
4,5,62
9,1,45
10,3,20
7,5,12
3,4,30
5,5,54
2,1,37
2,1,19
5,5,40
9,1,54
1,5,49
7,4,20
1,4,62
7,1,39
10,1,55
6,3,66
9,4,18
7,3,39
7,3,52
10,4,56
9,2,55
7,1,6
10,3,62
10,5,51
3,3,36
10,2,34
6,2,36
7,3,78
2,3,53
6,3,43
10,5,23
1,3,46
6,1,24
1,1,39
10,1,63
10,2,84
3,1,53
7,5,42
5,4,66
4,2,48
2,4,29
6,5,53
9,5,59
10,4,24
5,2,43
5,2,63
6,4,45
1,2,56
9,2,78
1,1,25
10,1,28
2,5,65
5,4,54
3,1,53
10,5,56
5,3,42
5,5,64
10,5,34
6,3,3
3,5,37
2,1,77
4,4,46
7,2,45
4,5,85
9,2,46
4,1,40
7,1,62
2,3,14
5,3,44
6,4,15
7,2,48
1,3,18
5,4,59
6,1,49
6,1,49
6,1,59
5,3,13
5,4,53
3,4,42
2,3,65
1,2,26
2,3,29
8,1,15
6,2,77
10,2,45
4,2,60
4,1,25
8,3,38
8,2,56
2,3,50
8,5,58
2,2,58
8,3,84
3,4,37
10,1,71
10,1,45
1,1,70
2,4,47
7,1,19
10,3,50
6,1,36
3,1,56
7,5,59
1,4,76
6,4,61
4,5,52
5,2,10
9,1,42
8,3,57
6,4,65
1,3,26
10,1,55
8,2,53
2,1,41
7,1,57
9,1,46
2,3,39
7,3,49
1,2,36
3,3,36
9,1,58
7,4,35
3,3,24
9,5,40
9,5,55
9,2,45
7,2,63
3,1,80
8,2,61
9,4,79
1,2,32
9,5,61
9,2,49
9,3,65
10,2,59
4,3,40
9,3,85
2,1,39
8,3,30
2,4,74
10,4,28
8,3,82
1,4,65
1,3,57
9,1,63
6,3,38
8,5,43
3,5,58
10,3,43
9,5,40
10,4,66
7,2,37
4,1,34
10,2,0
1,2,51
6,5,66
5,1,32
4,2,34
5,5,39
9,5,33
4,2,50
4,3,75
9,4,11
1,5,74
3,2,34
3,5,71
3,5,72
9,2,84
1,1,51
3,2,40
6,1,87
8,5,22
10,4,20
4,1,22
4,4,53
5,4,78
9,5,100
5,5,59
10,3,72
8,4,43
1,5,69
4,5,65
8,5,52
3,2,63
6,4,51
8,4,38
8,4,53
6,5,81
3,1,37
2,5,60
3,2,54
2,2,50
2,4,8
1,2,50
5,4,53
7,2,30
7,5,28
7,3,66
7,2,32
3,5,44
7,5,44
9,3,50
4,4,52
6,2,27
9,3,40
6,5,52
9,3,56
5,2,53
3,2,47
8,4,59
5,5,50
1,1,81
8,1,40
1,2,81
2,3,43
1,2,61
2,1,45
4,4,54
6,2,0
9,5,45
8,2,59
3,2,34
4,1,60
6,4,58
9,1,99
4,5,69
5,1,39
4,1,59
6,2,50
9,2,68
7,2,39
6,3,52
4,3,35
1,1,79
9,3,37
2,2,68
6,3,49
10,2,34
1,2,60
7,3,39
8,4,63
4,1,77
9,1,88
3,2,29
6,1,83
8,2,45
10,3,26
5,5,71
10,2,45
4,4,56
2,2,25
2,2,69
6,5,59
3,1,71
3,2,50
3,5,66
8,4,52
2,5,69
2,4,58
8,5,59
9,4,87
7,5,52
6,3,46
10,4,18
7,3,33
3,2,49
4,4,51
2,5,37
1,3,25
4,3,12
1,5,52
6,2,38
7,3,72
2,4,34
1,1,63
2,3,57
10,4,28
10,4,74
3,5,52
5,3,63
7,1,66
