6,1,42
8,2,55
9,1,76
3,4,44
3,1,32
6,3,39
8,1,55
1,5,46
5,1,33
6,5,25
7,3,40
2,1,40
6,3,51
6,5,60
1,4,48
6,1,46
7,5,48
7,1,65
2,4,52
5,1,42
10,1,64
6,2,39
4,5,11
2,3,62
8,2,41
9,3,56
9,3,50
4,2,80
4,3,37
9,1,41
9,5,53
9,3,51
1,3,59
9,5,69
4,4,23
5,3,61
8,3,55
3,4,49
6,4,63
1,5,57
4,1,60
6,2,30
5,4,25
6,1,41
9,1,43
6,4,49
6,4,42
1,2,21
4,2,92
1,5,26
7,2,57
7,2,36
3,1,45
9,2,69
1,5,35
1,1,38
2,5,46
8,5,35
2,5,65
1,5,55
9,4,31
9,4,32
1,3,60
1,2,30
8,2,77
6,4,33
5,3,63
9,2,39
3,5,32
10,5,67
10,4,29
1,2,55
2,3,58
1,1,74
9,1,29
6,3,36
1,4,38
2,4,58
8,3,52
9,3,58
1,2,56
10,1,68
2,2,58
3,1,16
2,1,63
3,3,50
2,5,76
10,4,60
2,2,32
1,2,61
7,5,38
8,2,27
7,4,35
9,3,73
8,1,66
4,5,58
6,3,48
6,2,15
1,3,51
3,2,31
4,2,6
4,3,31
6,4,60
8,1,79
7,4,25
5,5,74
2,2,65
9,3,51
3,3,72
10,1,65
1,3,48
10,5,30
5,1,40
8,5,4
5,5,56
5,3,73
5,5,58
2,3,62
3,3,26
5,2,56
7,1,24
4,3,31
3,5,66
8,4,50
7,4,73
9,1,26
3,5,56
7,2,67
2,2,71
6,2,40
5,4,56
6,5,12
3,4,33
10,5,64
5,5,88
3,4,59
6,4,24
5,3,62
5,2,44
2,5,60
1,1,56
1,5,67
9,1,63
4,4,50
1,4,29
5,2,40
7,3,63
7,4,84
2,4,29
1,4,45
10,1,78
7,5,55
4,5,28
5,4,44
2,2,78
9,4,67
9,5,30
3,2,30
10,3,94
5,4,44
3,5,40
10,2,55
7,4,47
2,1,71
4,1,86
10,5,58
1,4,44
4,4,40
1,5,69
5,3,39
4,4,41
7,4,64
8,5,64
3,5,46
4,2,56
8,1,68
6,5,50
7,3,66
9,5,60
6,4,51
1,5,35
3,3,39
8,3,15
5,3,21
4,1,52
3,4,23
8,1,46
5,5,7
9,4,54
9,2,32
4,1,46
7,1,37
2,4,43
1,5,37
6,3,42
10,4,69
10,1,35
6,2,66
6,2,70
9,3,84
5,4,27
6,1,77
7,1,34
4,2,48
5,1,55
6,1,60
2,2,44
5,4,54
10,5,64
4,5,33
5,1,41
7,1,42
8,2,59
7,1,76
2,1,43
10,3,56
6,3,26
9,5,61
9,5,80
9,4,59
8,5,32
1,3,69
5,5,21
3,5,68
4,3,45
2,5,38
8,2,79
7,5,29
8,3,56
7,2,58
1,3,54
1,4,40
1,4,38
2,2,58
9,2,45
3,2,68
5,2,46
10,3,63
8,1,57
8,5,36
9,2,46
9,2,35
4,2,52
4,5,20
1,4,28
7,2,41
5,2,41
4,2,30
1,4,47
4,3,57
5,2,53
3,3,59
6,3,47
6,2,49
4,5,47
4,4,83
10,3,35
7,2,63
8,3,34
2,1,59
3,1,31
1,1,59
3,3,40
5,2,34
5,4,40
7,5,51
5,1,17
10,2,46
5,5,33
6,4,54
6,2,27
6,3,35
3,1,52
2,3,59
10,3,15
2,4,64
7,1,52
9,2,37
3,2,50
1,5,64
3,4,22
5,2,29
1,1,45
7,5,62
4,5,71
8,1,38
3,2,59
5,3,85
1,2,30
8,3,54
7,4,30
5,5,54
5,1,48
7,2,49
3,1,50
6,1,53
8,3,69
8,3,75
1,3,44
10,2,25
7,5,53
2,3,33
3,2,49
3,4,29
3,2,41
10,3,35
9,5,70
8,4,71
6,2,31
1,2,65
7,3,26
7,2,37
10,1,71
3,5,41
8,4,61
7,1,33
1,2,100
6,5,43
4,3,44
6,2,68
10,3,62
10,4,63
8,5,63
9,5,34
10,2,47
9,2,39
8,2,40
6,3,32
4,1,66
5,5,20
5,4,70
2,4,18
4,2,59
3,3,21
8,5,18
7,5,17
10,5,45
6,5,32
4,1,27
5,1,71
8,4,70
4,2,71
2,1,14
7,2,55
3,2,21
8,5,76
9,2,53
8,2,60
10,4,76
10,2,39
4,4,55
10,2,66
9,3,41
6,4,26
6,1,46
2,3,77
2,3,55
3,1,43
7,3,34
5,1,39
5,4,63
2,3,53
2,5,32
5,3,71
2,5,35
8,3,25
8,4,50
6,4,53
2,4,47
3,1,96
8,1,61
8,3,47
4,3,73
1,4,45
3,1,57
5,3,19
8,5,80
4,3,38
10,4,45
9,2,37
6,1,74
10,5,47
7,1,52
9,1,74
3,4,57
4,2,38
9,1,41
3,2,70
9,5,8
9,1,65
3,4,77
2,2,75
6,1,25
4,4,61
3,3,62
5,5,58
3,5,45
1,3,67
7,3,51
10,5,26
2,2,26
5,2,56
3,3,21
4,5,45
4,5,65
8,4,10
4,4,85
8,1,64
5,3,44
10,4,52
10,1,23
8,4,57
10,3,10
1,1,32
4,1,46
2,1,61
2,5,24
4,1,59
7,3,81
10,3,58
10,2,94
10,2,44
4,4,60
3,2,76
6,5,69
6,1,21
1,3,45
8,4,66
1,1,37
2,3,52
4,1,27
2,4,28
7,4,38
6,5,59
7,5,74
2,5,52
10,4,47
9,4,40
4,4,35
8,4,69
9,1,64
2,1,31
3,1,61
9,4,17
2,4,67
2,1,44
7,1,82
10,5,56
7,4,40
8,5,32
5,1,38
10,4,57
10,4,31
7,3,68
7,2,38
5,2,51
3,3,52
9,3,49
4,5,17
6,3,44
7,5,50
3,4,46
9,5,56
1,1,98
2,2,58
10,5,71
1,1,50
8,2,41
4,3,50
1,2,47
10,1,72
6,5,37
1,2,45
4,3,53
2,5,50
3,5,44
9,4,58
10,3,38
7,3,56
9,3,67
7,4,60
9,4,20
1,3,13
4,1,38
10,2,20
10,1,25
3,5,41
8,4,72
9,4,32
10,2,42
1,1,60
6,5,84
8,2,65
2,1,53
2,4,43
10,1,73
5,4,43
2,3,40
8,1,48
7,3,44
