6,3,47
8,4,22
2,3,49
7,5,56
1,2,33
1,4,43
5,3,42
1,1,41
9,1,57
9,2,28
8,4,54
10,2,34
9,3,53
3,3,21
9,2,46
9,1,75
3,3,0
6,1,14
10,3,48
7,5,35
3,3,16
4,4,35
6,3,61
5,1,13
8,5,57
6,1,63
7,4,46
3,1,66
4,1,79
10,2,35
7,2,43
4,3,34
5,4,57
7,4,45
1,2,67
1,2,40
3,2,47
5,2,67
10,2,63
3,2,79
3,3,37
6,4,45
1,4,53
7,1,88
7,2,49
6,5,69
2,2,38
2,5,89
8,3,32
1,5,95
4,4,57
8,5,43
6,1,51
5,2,34
3,5,43
5,5,31
10,3,37
2,2,39
1,3,14
4,5,43
5,1,67
5,1,26
7,1,45
1,2,46
2,3,62
4,3,59
3,5,54
7,2,71
7,2,56
1,5,69
9,2,35
6,1,59
1,1,64
7,3,53
5,3,85
4,1,76
1,3,36
2,4,47
4,1,67
5,4,36
8,3,32
9,3,12
8,3,58
2,2,46
10,4,60
10,4,56
8,4,37
10,2,36
1,4,42
4,3,37
10,4,37
5,3,48
9,5,37
4,5,78
1,3,31
2,5,70
10,1,43
8,2,51
8,5,52
3,4,53
5,2,50
4,2,35
9,2,29
4,1,55
2,5,43
3,2,42
1,4,65
8,5,86
5,5,28
5,5,32
7,4,23
5,5,61
3,4,77
9,1,73
10,5,64
9,3,38
10,1,56
8,1,33
6,2,17
7,1,97
10,2,98
1,5,39
1,5,75
10,3,26
9,2,61
4,4,69
5,3,41
2,1,32
10,5,34
5,5,66
2,3,19
5,4,61
10,1,42
2,5,57
3,1,45
4,4,77
9,5,56
3,3,38
5,4,46
10,3,28
4,2,60
9,1,29
5,5,14
3,1,89
10,2,34
10,2,54
6,2,59
6,3,54
10,4,53
2,3,41
7,2,41
3,2,49
2,4,57
8,1,57
6,2,64
10,3,56
7,5,58
3,5,65
1,2,70
6,5,54
6,5,66
1,3,37
5,4,59
7,5,59
9,3,69
9,2,83
3,5,57
2,3,59
7,4,67
10,4,72
9,4,69
2,4,56
8,3,53
2,2,41
4,5,49
9,1,49
6,2,33
2,5,71
10,3,57
2,4,11
8,2,68
1,5,32
5,4,58
10,4,74
10,1,45
6,5,44
3,4,84
3,3,50
9,5,46
9,3,38
10,5,47
3,3,64
8,2,59
7,1,56
3,3,55
2,2,56
4,3,50
10,4,61
2,3,53
1,1,52
9,3,34
4,4,45
1,5,93
4,2,34
8,5,57
1,3,69
7,1,71
9,4,84
4,2,69
3,1,37
1,4,55
6,1,57
8,3,44
6,2,38
7,5,80
2,3,36
5,3,43
1,4,44
6,1,53
8,2,46
10,5,61
7,5,44
9,4,46
8,5,21
10,1,49
2,2,71
2,1,17
10,1,54
9,1,80
8,2,51
7,2,61
6,5,37
5,4,60
1,5,36
3,4,52
1,1,68
9,5,66
7,5,62
1,1,69
5,3,57
3,2,45
9,5,67
4,5,54
4,1,35
10,5,55
9,1,62
10,3,28
4,4,41
9,2,71
6,4,50
10,5,30
5,2,40
9,5,56
9,2,15
6,2,40
2,2,52
2,3,42
5,2,39
4,5,35
6,3,42
6,2,36
2,4,49
10,3,39
3,4,68
5,2,77
7,3,58
9,1,77
1,3,42
4,3,49
1,4,57
5,4,50
8,4,60
8,1,54
4,5,30
4,4,64
7,3,20
7,5,34
4,3,0
6,5,68
8,2,40
9,4,27
6,5,87
5,5,51
4,2,46
3,5,35
1,2,68
9,5,56
6,5,13
3,1,37
3,2,36
9,3,17
1,3,39
3,4,26
5,1,57
5,1,50
4,5,51
7,3,5
7,1,52
7,3,60
4,1,67
4,3,40
5,1,27
4,5,24
5,3,36
8,4,55
4,2,53
9,3,49
10,2,58
3,5,54
1,4,35
4,1,53
2,3,54
4,4,97
4,1,29
5,2,28
1,2,35
2,5,81
1,4,58
10,5,42
2,5,36
5,2,46
