5,3,59
6,4,85
9,5,48
2,5,50
4,1,46
2,2,12
9,4,64
2,1,25
8,3,39
9,4,72
2,4,39
2,4,23
3,2,42
4,3,23
6,1,51
5,4,59
3,4,46
9,2,44
6,5,27
4,5,17
8,5,38
1,3,47
5,2,87
10,1,26
7,1,47
10,4,42
2,1,30
5,5,65
6,3,35
6,3,56
6,2,47
7,2,33
1,1,47
5,2,48
10,2,30
8,4,58
2,4,48
9,5,58
1,1,64
7,2,49
10,1,31
10,1,61
3,2,49
8,2,64
2,3,49
10,5,79
8,5,20
1,1,43
10,4,56
8,2,35
7,4,29
6,3,71
3,4,54
4,2,34
5,4,48
7,4,95
10,5,52
7,5,39
4,4,44
9,3,65
8,2,46
6,4,87
10,3,64
4,3,56
2,4,2
2,5,45
9,3,42
2,5,13
10,2,44
1,1,48
4,3,52
3,1,41
2,3,64
8,4,55
7,4,50
3,3,37
2,4,61
8,1,31
7,4,67
1,1,52
9,1,41
6,4,45
8,4,32
1,5,81
8,5,49
10,5,49
5,5,48
1,3,37
8,5,29
1,5,41
7,2,39
7,1,54
9,2,59
1,2,65
2,4,62
9,5,69
6,1,70
6,2,27
10,3,46
2,3,59
3,2,39
5,3,66
5,5,35
10,2,61
6,5,77
5,5,38
7,4,77
5,2,59
2,5,44
8,1,37
3,1,36
2,2,62
5,5,77
6,1,89
6,5,54
5,3,28
3,4,74
1,2,41
6,2,48
3,4,38
1,3,61
8,3,49
1,2,66
1,3,45
4,5,35
3,5,56
4,3,38
4,2,64
2,1,67
6,5,16
2,1,57
1,3,63
6,1,56
8,2,54
1,5,88
7,3,19
10,4,43
6,4,21
1,5,47
5,4,35
5,1,59
7,1,20
1,3,25
7,1,53
2,2,72
3,3,30
9,2,22
6,2,35
2,3,83
1,1,18
9,2,79
1,5,57
4,3,42
1,4,56
10,3,57
7,3,55
9,4,80
1,5,66
3,2,53
9,5,45
5,1,36
3,3,57
4,2,25
9,1,44
10,1,98
3,3,76
3,2,32
3,5,67
10,4,70
8,1,44
8,5,31
6,2,34
8,3,15
8,4,45
5,2,22
1,1,40
8,3,72
7,5,12
2,4,52
2,3,48
8,4,39
2,2,43
2,2,47
10,1,41
6,1,80
4,5,46
3,3,53
9,2,51
4,4,56
3,5,92
4,2,73
7,5,64
5,1,51
4,4,63
2,3,63
2,5,46
7,5,16
7,2,78
5,2,51
9,3,42
2,2,44
3,2,44
10,2,42
10,2,66
7,4,26
10,4,42
6,4,59
7,4,55
5,4,52
2,4,52
5,1,30
5,4,21
10,2,49
6,3,31
2,5,62
9,4,52
5,2,46
8,2,64
7,5,25
1,2,61
6,1,47
7,2,48
4,3,86
10,4,47
9,5,41
6,1,64
9,4,64
9,5,82
3,3,57
4,3,29
10,1,51
8,4,18
3,3,60
5,3,40
5,1,39
8,2,25
6,2,35
5,2,31
1,2,54
9,4,49
6,3,54
7,1,40
1,3,52
3,1,63
7,2,30
5,5,32
3,4,75
7,1,58
1,2,79
3,3,39
2,1,63
1,5,64
10,3,53
1,4,34
3,3,42
6,1,58
7,5,98
9,1,47
2,1,26
8,1,51
7,3,44
4,5,72
6,4,49
4,4,52
10,5,60
5,3,33
10,3,49
9,5,69
1,4,65
7,5,25
2,3,10
2,2,43
4,1,53
4,1,25
4,2,46
1,4,41
8,3,49
4,2,51
4,4,49
3,5,58
9,2,54
5,1,21
2,2,25
7,3,58
7,2,44
7,4,56
4,2,31
9,1,83
9,3,59
6,4,23
3,1,58
6,4,59
8,3,41
7,3,57
9,1,39
8,5,19
1,3,37
8,3,55
9,3,37
8,2,39
2,3,45
2,1,19
4,5,52
3,1,58
6,5,48
2,5,52
7,3,32
3,3,48
7,2,50
5,3,9
9,2,93
1,1,50
10,2,56
7,2,21
10,1,65
2,2,93
7,4,45
3,4,52
2,5,26
10,1,61
2,5,31
3,2,33
9,3,34
4,2,47
3,5,73
4,4,35
4,3,41
8,3,22
9,2,78
6,3,53
4,1,45
9,1,74
8,2,41
4,3,37
1,1,24
6,4,61
1,2,65
1,4,57
5,5,49
9,4,43
4,1,32
5,5,45
1,2,9
4,1,60
1,4,44
4,1,68
6,3,34
10,2,55
4,5,46
9,5,62
10,5,56
8,3,28
6,2,66
7,3,58
3,1,48
7,4,55
3,1,60
9,5,58
10,2,66
8,1,21
6,1,43
8,1,55
6,1,62
5,1,48
5,4,31
9,4,44
3,5,58
5,2,87
9,1,46
3,1,42
10,1,54
6,2,20
8,1,79
3,5,34
4,5,17
9,4,48
5,4,47
8,5,69
1,1,31
7,3,43
1,5,68
